id,video_id,author,text,abusive
UggmDPafE_w43ngCoAEC.7-H0Z7-Nnmv77X3OqSZbx-,AyVvGv4Seag,Nikita Shinkarenko,ваххахаха кого или что он продал ,False
UggDu9fqLVGVyXgCoAEC,V-fT3lAJEDQ,Вадим Русь,уёбок грузины еле избавились ,True
UgiZlK_QfRcR7HgCoAEC,E950t1WGiE0,сергей банных,надеюсь сейчас вам легче ,False
UgiuBOKtw-TyrXgCoAEC.7-H0Z7-1RAf70E2xBse2qG,IqFdatdem64,vladtore,себя пожалей ущербный где ты был что ты видел сколько языков знаешь что читал какую музыку слушал вот только баранов и пас ,True
Ugg9tXdF42TXlXgCoAEC,T6IbEIBhb8o,che19801,наконец то ментам дали возможность стрелять в ответ а не просто стоять безоружными под градом пуль давно пора однако януковощь мразь специально до этого доводил ему зачем то нужна кровь и кровь большая поэтому к сожалению будет ещё много убийств ,True
UghP2YQ7v_ud73gCoAEC,jRX9Hq08sGc,OM Sun-fire,не стоит еще забывать кому принадлежит данный канал пэтру порошенко главному гей интегратору предателю эксплуататору преступнику и перебежчику представителю оранжевой чумы тый канал это помои ,False
UgicZCdj5FfbG3gCoAEC,IC7sx75-A0Q,Юрий Горяинов,ростислав справжній українець ,False
UgilNez5T1uMu3gCoAEC,DXRwSh0iJVY,Hordaric,позор ,False
Ugw6pha7X7bJZ15FqS14AaABAg,_k-gDXrfu-s,Yrina Mager,украина оккупирована олигархами еще в году а после майдана одни олигархи просто поменялись на других вот такие у нас воины света благодаря этим воинам скоро в квартирах не будет ни света ни газа ,False
UggfnsGU2v7gKXgCoAEC,T6IbEIBhb8o,Антон,цэ пизд жь и провакацэ ,True
UgiaTJfhWnJL4XgCoAEC,NiT0zcDA9RU,Arty Ripcord,хорошо но мало ,False
UgglH5ZI9r2A8XgCoAEC.7-H0Z7-TrWe7-Jm7dH-EQO,SwZ_LW9NsUE,555о,я иевлянин слава героям смерть пособникам фашиста януковича ,False
Ugh5rqw_wl3HVXgCoAEC,NiT0zcDA9RU,Андрей Тригубенко,ккраина катится в пропасть ,False
UgiXQhqHgMBbp3gCoAEC,zCmV4dX5tgs,new5d,яблоко кал ,False
Ugjl_gLFfEhbDXgCoAEC.7-H0Z7-DWEO711cAyJOHxC,MW8rKKxjhWQ,олег ковальчку, андрей захаров нах мне твои лайки засунь их себе в зад ,True
UgjaB-sOKIexdHgCoAEC,wObv3OVPk30,Konstantin Danilov,офигенно лерка расшарил клип где только мог именно эти уроды сожгли хатынь и другие беларусские сёла ,True
UgjamSqKramsCngCoAEC,eRNgCIsFhAo,TapacWWW,слава україні ,False
UgjVjHK6wDsVUngCoAEC.7-H0Z7-0Fox7-W-3V1Bpoz,XW6hWPZglv8,Оля Ляля,тобі москаль дурно дивитися а то шо людини повмирали тобі всеодно ,False
UggeXlQy6Bg_JXgCoAEC,E950t1WGiE0,Юрий пурик,брехня ,False
Ugi1MCyx-fZkY3gCoAEC,uhwtsjFbQK4,Vitali K,дебилизация украины идёт полным ходом ,True
Ugjtwpoc4r4pNXgCoAEC,NiT0zcDA9RU,Nikolay U,давно было пора разогнать этих клоунов ,False
UggOJEknbit39HgCoAEC,NiT0zcDA9RU,lidjka,прочитала тут коментарі багатьох противників майдану і в шоці люди мало того що проти молоді виступаєте так ще й іронізуєте з чужої біди на місці цих людей міг бути будь хто з ваших рідних чи близьких знайомих цікаво як би ви реагували на свій ж коментар та іронію якщо б вас так били я знаю що багато хто хоче назад в радянщину тішитись мізерною зарплатою не бачити нічого окрім свого села і бути заляканим з опущеними головами але де ж ваша людяність б ють ж таких самих як ви це ж люди це молодь дівчата які мають колись ще стати матерями щоб та україна могла існувати а те що влада такий дає наказ свідчить лише про диктатуру і уособлення егоїстичності їм все одно що це народ завдяки якому і є ця держава не чекайте що стане краще тепер жити лише навпаки країна де народ не має права голосу мертва країна мені вас просто шкода ,False
Ugiuase7K6jw3HgCoAEC.7-H0Z7-7etc717615mgiQ6,TATn7Q207y0,ksacvet777,вроде взрослый мужик а говоришь как школьник были бы власть имущие у нас как на западе этого всего бы не было такого не будет у вас будут власть имущие как и вы сами со всеми вытекающими ,False
UghkeRI7t-70pngCoAEC.7-H0Z7-B9-X7-MUVbM-Ni1,Nb7Lk0v1fwE,Дима Д, вася немайданутый ты заебал еще раз повторяю иди гуглить относительно политики эс по поводу геев ,True
UghlwnU05qv9K3gCoAEC,LvzCpAFi1BU,Дима оу,гейропу в жопу бендеров накол ,True
Uggb5MCzqEJfangCoAEC,zCmV4dX5tgs,Mitka Ivanov,хакамаде бы в артистки театр её стезя а не политика ,False
Ugjlsj0h2rVZBngCoAEC.8D2YQJX76B78INNkpKQasZ,xZUzfzTLD4U,Kiewsky, владимир тешилов кто такие майдауны монгол ,False
UgiWeddpQznp03gCoAEC.7-H0Z7-3Y5k7-JofuVBLOx,uhwtsjFbQK4,BATA. NET,на антимайдане платят люди приходят берут деньги и убегают оттуда ,False
UggX55syFeHE13gCoAEC,F_y2fwWwyrU,Иван Жилинков,расползается бендерская отрава по венам украины ,False
UgjIxz_mi-PzZHgCoAEC,T6IbEIBhb8o,Александр Лысунец,правильно делают что стреляют бандиты с майдана первые начали прицельную стрельбу по ним причём у них много погибших те бандиты первые начали и коктейли молотова кидать в них поскорей бы расстреляли всё это дерьмо купленное вонючими америкосами ,True
UgjmSQXWn4IlHngCoAEC.7-H0Z7-Hc3-7-YQt3OhcYz,zCmV4dX5tgs,Александр Б, ев завал спасибо что дискутируете без оскорблейний это редкость я понял вашу точку зрения что бы продолжить дискусию с вами мне не хватает информации поэтому я вышел из разговора ,False
UggHq9Wj6wC_cXgCoAEC.7-H0Z7-B1xO70MJzpH5Ahr,eP4ggwPaRts,Михаил Василюк, золотое убийство кацапьё не позорь русских а то ваша интеллигенция уже в шоке от такого переводняка как вы ,False
UghhH-SBUjaCXXgCoAEC.7-H0Z7-46DD748Ad7cWXUL,H_ToRtwlvpI,GALE, саша гарматний а кто тебе сказал что в россии нищета а в сша ее нет в таком случае ,False
UgjCpc-AUdmix3gCoAEC,ihixlCUv3tY,Kyrylo Ostrolutskyi,менты не люди люди не менты ,True
UgiUPi5XBYR003gCoAEC,Nb7Lk0v1fwE,Віталій Коростинський,ну просто сонячний ролик ,False
Ugga-QZOIErlYXgCoAEC,zCmV4dX5tgs,Света Алексеева, что несет хакамада она неадекватна вообще ,False
UgipaSSzckjfTHgCoAEC,T6IbEIBhb8o,Александр Другой,достаточно отслужить в армии чтобы понять что это не силовики стріляють бойовими кулями а хрен знает кто ,False
UgglH5ZI9r2A8XgCoAEC,SwZ_LW9NsUE,555о,слава героям украины киев победит сатана янукович и его бандиты падут ,False
Ugjrg9-0Bx0oNXgCoAEC,P3g3Aj01CQA,Таня Химинчук,як так можна їм смерті мало цим беркутам як можна бити без збройного жах ,False
Ugi2JOY818Ikp3gCoAEC,T6IbEIBhb8o,Viacheslav,да это постановка люди обученые обращению с оружием ни когда не выйдут в перёд перед стреляющим в беркуте снайпер не работает в одиночку работает так называемая снайперская пара человек обученый стрельбе с оптикой ни когда наглазник прицела не прикладывае к глазу и т д и т п ,False
UgiDGZyYLkfvnXgCoAEC.7-H0Z7-723P7-J9IiES3p1,MW8rKKxjhWQ,Pavlo Kolomiets,нічо собі жаліли особливо тих кого вбили ну так вже жаліли так жаліли ідіот ,True
UggunuWM4HTjOngCoAEC.8Mb7X8402CM8YVShPN75jj,ZRhHOMYxVCA,Grzegorz Brzęczyszczykiewicz,виталий аксенов жаль что твою семью когда то чекисты не расстреляли ,False
UgiYSUWHPFfRUXgCoAEC.7-H0Z7-98Xh71lEaxAt2Tk,K0icRY1Ae5A,Василий Корнев, саша гарматний плохо что ты даже понятия не имеешь откуда берутся деньги для благосостояния народа и создания государства а еще о европе мечтаешь с такими познаниями ты в любой стране дальше быдла не поднимишься ,True
Ugjt9B-6iHWZj3gCoAEC.7-H0Z7-IxTW7-H2EyeZnhM,yjMs_vAV6S8,Vasiakotij, котта кит чего сразу раб просто наблюдаю со стороны что в вашей стране твориться а на счёт поляков так просто они у нас в литве много раз отличились ,False
UgihcvKZ-eUa4XgCoAEC.84fxlbtfsKW89qQQc2dw3f,E950t1WGiE0,Юрий Орехов,ага мы в россии в х тоже путали свободу и беззаконие а американцев считали освободителями и доброжелателями ничего лет через тоже поймёте где друзья а где враги ,False
Ugjhun7_SQvP9XgCoAEC,T6IbEIBhb8o,TeslaTiamat,какие силовики вы в своём уме если они и проходили спецподготовку то за пару часов до этих съёмок цирк не ведитесь ,False
UghnlYS7D1EUG3gCoAEC,zCmV4dX5tgs,123Kron1,дебют хирурга в программе поединок ,False
UghIqOuxOhwCY3gCoAEC.7-H0Z7-OHUy7-H1lE2hx7d,T6IbEIBhb8o,Carlos TANKIST Montana,потому что это показуха и пиздеж ,True
Ughn70u-xeGGyngCoAEC.7-H0Z7-5wlk7-H5ojNlzHF,KLugDbnOhws,Victor Borynets, александр попов та иди на хуй сука продажна ,True
UgjRxHZWUwSog3gCoAEC.7-H0Z7-NGya7-HQe3gtj0a,zCmV4dX5tgs,Лариса Лазуткина,как они все надоели мягко говоря ничего умного когда они работают скачут с одного канала на другой с одних валдаев на другие презентации постоянно отдыхают попровляют здоровье на всех заграницах что то там тоже говорят вот только кто бы их слушал ребята вы когда работаете и деньги зарабатываете и на ччто живете не работая и когда речь пойдет серьезно об исполнении законов когда дума призовет к ответу на свои заседания прокуроров мвд следователей разных дать полный нам отчет о том беззаконии которое царит в стране думцы за те деньги которые вы тоже получаете немалые пора бы навести порядок в стране а не позорить ее на весь мир и не тыкать пальцем во всех подряд что вы там делаете спросите со своих губернаторов которые тоже полгода лечаться и заботятся о своем здоровье наведите порядок чтобы исполнялся закон а не рассуждать совершенно немыслимо на эту тему вы принимаете законы и спросите почему нет верховенства закона с того президента россии путина в в ,False
UgiocB3xM70H7ngCoAEC.7-H0Z7-8Dd67-J-uultZ9x,KUCR8xORoUo,Андрей Шевченко, сергей влодимирович ты еще не сдох шакал опущенный ,True
Ugh8cgcePC7gOXgCoAEC.7-H0Z7-4I4L7-H47nIRhht,NiT0zcDA9RU,Владислав Печкин, светлана зингман не видел ни одного издевательства они стояли и требовали уважения к своему слову даже если издевались это не повод их бить почитайте конституцию и уголовный кодекс хотя вам поздно уже наверное ,False
Ugh7kJeHPajn_XgCoAEC.7-H0Z7-SpBM8UctExzRLAm,zCmV4dX5tgs,Михаил Михайлов,майданутый свинорыл ну как поживается тебе после просирания своей страны стал свободным вместе со своим братом кастрюлеголовым наверняка уже работаешь всем своим семейством в россии гастарбайтером если конечно ты уже удобрением не стал для донбасской земли ,False
UgiftuhnCRrUqngCoAEC,T6IbEIBhb8o,Welkrip,ура наконец начали что то делать если ес начнёт выёбываться на януковича надеюсь путин поможет ,True
UggMrtnynCfk73gCoAEC.7-H0Z7-T0Os7-KqaoJoDRs,zCmV4dX5tgs,Mykhaylo S,нам мешает вы наверное умный человек и понимаете что власть ответственна за бардак в котором мы живем ты можеш хоть об стенку расшибиться и быть чистее чистого листа но пока власть не захочет ничего не изменится именно поэтому люди собираются на манифестации что бы изменить власть а договор с ес это был спусковой механизм который только доказал что нынешняя власть не готова менятся когда жестоко избили манифестантов то власть только доказала свое отношение к народу она не имеет права на существование и должна уйти не знаю что там в россии творится мне пофигу если вам это нравится ваше дело но не нужно пытатся учить украинцев что им делать ,False
Ugjfm_ZYevFF-XgCoAEC,tfKTU8I9jvo,alexvladn,беркутню на мясо ,False
UggG8mGOa6pDH3gCoAEC.7-H0Z7-Q3i07-Qs8HVpgWI,AyVvGv4Seag,ZAWERZAW, алексей башкин причем тут моя голова все это задокументировано так шта не смотрите на ночь орт ,False
UggiQgtseNsmb3gCoAEC.7-H0Z7-8tN87-HVA1rtkoU,3KyjqEmLJ7E,Alexandr Ukr,откуда у тебя что осеннее обострение ты пей пилюльки которые дядя в белом подарил а то тебя еще та что ты на дискотеке принял не попустила ,False
UggmqFJ3xv2SUXgCoAEC,NiT0zcDA9RU,Jef Chenger,беркутов понимаю они весь день стояли ничего сделать не могли как только поступил приказ что можно защищаться я думаю приказ то они пошли ,False
UggFaPY60QQxh3gCoAEC,uhwtsjFbQK4,robotviter,кто то умный сказал опыт учит тому что чужой опыт ничему неучит украинцы вы лезете в добровольное жидовкое рабство думаете в европе кто то озабочен правами человека и свободой личности мировым жидовским мафиозным структурам нужны рынки ресурсы и дармавая раб сила и вы как кролики под гипнозом лезете в пасть удава который вас проглотит и через пару лет высрет загонит в долги и будет за европейские фантики скупать ваши земли и ресурсы как это произошло с грецией ,False
Ugjt2Vc3GyztuHgCoAEC.7-H0Z7-59Yb7-H6a6opauQ,rugiGF9TUjU,Yaroslaw Kovalchuk,где вы видели в европе рабов да россия отказалась от крепостного права позже всех в европе а насчет продажные вы явно приоритеты расставляете не в том порядке продажней пр нет и не было никого ,False
Ugh18ElhzgVjvngCoAEC.7-H0Z7-3Blg7-LAAqApL1p,NiT0zcDA9RU,burahai Kubduud,премьер украины азаров заявил что от беркута пострадал участник майдана младше лет ,False
UgiEX45e7vq9JHgCoAEC.7-H0Z7-PbjX7-H1PBMOI2U,0k8GVmgB9Hw,Андрей M.,как только таких уёбков как ты земля носит ,True
UgiVf4uTXz5icngCoAEC,eRNgCIsFhAo,FatCat, типовий представник молодіжного бидла задопомогою таких опозиція хоче роздерти країну на шматки щоб в процесі урвати собі пару смачних шматочків мені сумно від того що в нашій країні так багато от таких безмозглих бидланів котрі згодні за пару сотень гривень чинити безпорядки та ганьбити нашу країну перед усім світом ,True
UghOgFyWTCtQFngCoAEC,6HtbdFfaYUc,Николай Прышляк,пидеры ,True
Ugj5-8F2Zym6wngCoAEC.7-H0Z7-8cDA7-H0islgEQr,T6IbEIBhb8o,Амиран Хоштария,чо ты хуйню несеш дурачек чтоли ,True
UgjOGqBmyNAJj3gCoAEC,yjMs_vAV6S8,Alex Mads,животные во что вы превратили свою страну беркут это ваши соседи сограждане возможно родные вы как стадо пляшете под чужую дудку мне искренне жаль тех ребят которых на этом видосе уволокли хз куда или как это там на ваше тазу незалежности называется взяли в плен ,False
Ugi2mtureIsoJngCoAEC,T6IbEIBhb8o,роман касперский,как так по зверски можно нажимать на курок автомата неужели нет бога неважно для меня кто это делал я в душе прошу бога чтоб эти люди страдали и мучились всю свою оставшуюся жизнь долго и больно проклинаю от души этих автоматчиков ,False
UgiHo5Fe6z-CcHgCoAEC,NiT0zcDA9RU,Slava Lesnikov,тяжело на душе стало разводят вас ребята как тех арабов дикарей много общего поводыри ваши продажные провокаторы там где надо работать созидать объединиться можно покричать пострелять повоевать да наплевать им на украину и януковичи и ющенки и юли найдут где спрятаться а вы ,False
UghZ8UtqSvDGJngCoAEC.7-H0Z7-EUJv7-OBv7wVRIw,zCmV4dX5tgs,aniodchai, александр никитинэто ты даже своего патрона превзошёл семья это бит даже меньше чем винтик использовали стёрли ,False
UgjY2gfJOg1IWngCoAEC,XnsmJk5YIuo,Владимир Кансаев,во черти ,False
UgjRZtxGZuA1xngCoAEC.7-H0Z7-Pd7c7-Hn9pJJkr4,T6IbEIBhb8o,Русофобский Жидобандеровец, александр письменсков долбоеб твоя страна уничтожила свои собственные башни близнецы убила собственных граждан твоя страна полицейское говно даже в украине нет такого беззакония органов правопорядка как у вас соси член путина дальше ведь скоро ты будешь сосать у китайцев тупая русская пизда у тебя даже доказательств нет что украинский и русский это один народ троянский конь ,True
UgiQogZ_96FAk3gCoAEC.7-H0Z7-CcSx7-XBwstrHBl,jRX9Hq08sGc,S. Skydan, сергей корзинин а ты вообще поц больной ,True
UggwMZBoJY9FK3gCoAEC,seKRkKwUEdE,владимир яковлев,девочки нахрена вы лезете в политику отличная музыка донбасс вас любит любите и нас ,True
UghO4Ops6ctSOXgCoAEC,IqFdatdem64,CossackTV,будет черезвычайное положение прийдется уходить в леса наверно снова будет упа ,False
UggalxXWYgEAzXgCoAEC.7-H0Z7-NhXW7-H8SxqGerc,NiT0zcDA9RU,Igor Rodan, юрий шемчук ти не правий ці люди стояли там тільки за свої особисті інтереси без політиків ,False
UgjOlSrZ2b7LpXgCoAEC.7-H0Z7-Cocm7-IUb9zp5Oh,T6IbEIBhb8o,tomas Muller,мне пофиг что дедушка рассказывал мой дед тоже воевал ну что ,True
Ugj09zcWVtHR4XgCoAEC,T6IbEIBhb8o,Александр Тимоновский,какой же это берут одеты кто в чего да еще повязки на руках эти националисты совсем охренели пора пулеметы доставать ,False
UghKkI6Qty75rngCoAEC,xZUzfzTLD4U,DEMANUGA CD,вы конечно меня извините но янукович беспомощное чмо пока он жопу свою мерит на какой член она на лезет беркуты пизды огребают беркуты тоже терпилы давно бы уже сами власть организовали бы берите пример с батьки вон дал всем пизды и порядок в стране железный как батькин кулак ,True
UgjPgJJEGxh1PngCoAEC,T6IbEIBhb8o,Rollso,сколько тут ботов из рашки жуть ,False
Ugz-iP27WwtXeWezH3F4AaABAg.8bjRcqmoGSw8cz5u7OitnR,8SqTaE4-5a4,Антисєпар,що кожну перевіряв ,False
UgguSzG11AS4EHgCoAEC.7-H0Z7-PpXN7-ZF8dz7gi8,8SqTaE4-5a4,Vlada Poltavskaya,лично я не пользуюсь я вообще в норвегии живу и пользуюсь электроплитой ,False
UgiKqsmZ8zI_T3gCoAEC,8SqTaE4-5a4,Екатерина Головко, янехочувойны ,False
UggjS4eoSP3H43gCoAEC.7-H0Z7-S_Cn7-H6yGQcoWp,rl6PzLyKt_s,norinda09,ну то і далі чекайте другого пришестя хреста чекайте далі на якогось ідеального лідера за яким ви підете чекайте поки не постарієте і вам вже нічого не треба буде ви ж терплячі і ростіть своїх дітей рабами для вітіних онуків але знайте в старості можете гірко пожаліти що навіть не спробували щось змінити в цьому світі ,False
UgiYSUWHPFfRUXgCoAEC.7-H0Z7-98Xh71ZlK5xrlKL,K0icRY1Ae5A,Василий Корнев, саша гарматний ты че в натуре дурак ты разве не видишь преследований инакомыслящих не угодных партий аресты людей в харькове и иных городах похлеще чем при сталине это демократия тогда ты дятел ,True
UggyHdkPdL_mxHgCoAEC,0WsJ8-tJeC8,коля павловский,могу подтвердить на майдане ничего не платят вещи привозят люди сами кто что может также самое с продуктами и деньгами кстати деньги можно жертвовать только в трьох местах кмда дом пофсоюзов жовтневий палац приятно что автор относится к майдану не предвзято слава україні ,False
UghpAE3OXoGUOngCoAEC.7-H0Z7-T_h_7-H11hpYAaR,FXCliOGt0Jc,mazay krolik,все уже давно создано связывайтесь с координаторами в своем регионе чего еще нужно то может людей надо за ручку приводить и заставлять бороться за страну все уже есть все уже создано присоединяйтесь ,False
UgjgqU-7GP4SdXgCoAEC,KTtAtejbA88,John Maxwell,бедняжки наверно это русские били их какие спец люди путина ,False
Uggzpc7d5PgRwXgCoAEC.7-H0Z7-9Ukp7-Zf71n9vcG,d88DwqC8YGk,Виталий Герасименко,а ха ха крупнейший поставщик зерна для эуропы не космических кораблей самолетов танков тракторов трансформаторов станков автомобилей кранов экскаваторов да металлопроката или удобрений на худой конец а зерна ебаный стыд зерна чему ты гордишься нацист смени эмблему на серп и иди сей зерно для гансов что произвело предприятие где ты финансовый директор твоя статистика продажная девка капитализма я видел румынию в и я ездил туда продавать всякое барахло в обмен на колу чипсы жвачку я видел румынию в прошлом году ехал на своей машине с семьей отдыхать в болгарию не особо румыния и отличается и шестикратное увеличение ввп на душу румына я совсем не увидел а про польшу так сравни ассоциативный договор польши с тем что было предложено украине и ты все поймешь польша буфер между европой и россией и в польшу бабла влито было мама дорогая а какое сотрудничество в космосе юмз развалено гкб южное стоит где космическая отрасль подожди год и смени яныка а не уничтожай имущество и экономику страны к гражданам которой ты себя причисляешь ,True
UggZtGGQHIUMM3gCoAEC,8SqTaE4-5a4,Антон Валиев,мои и ваши деды бились бок о бок как одно целое а вы сейчас занимаетьмь дискриминацией стыдно что вы не уважаете историю если вы забыли ошибки истории я надеюсь она напомнит о них ,False
UggBwrb0HMe5MHgCoAEC,V5uy0IGiWkQ,Брутальный_Ник,сука лучше бы вы все у папки в трусах засохли стадо дегенератов скучно вам живется войны хочется ,True
UggUTiS7npiuSHgCoAEC.8C9urTKwtrf8Y8izzaMmzL,8SqTaE4-5a4,Oreol Fest, прошу прочитайте напомнить как вам по тв говорили что у нас свастика статуя гитлера и вы верите в этот идеотизм россияне （именно россияне а не русские）хотят вернуть ссср я чесно говоря понимаю что пока не сменят правительство у нас будет твориться пиздец и я против эвропы т к они хотят просто нас засадить на кредиты и мы вынуждены продавать свои земли например финляндия они назад закупают свои земли драл я ваши эвросоюзы и советские союзы в том числе и к кому свалил мудак с именем янукович правильно к путину чушке ебаной ,True
UghqageqHyXD2XgCoAEC,V5uy0IGiWkQ,Bivis12,тільки мусара знають в яких притонах шукати таких уродів ,True
UgiqpEBrDQvGNngCoAEC.7-H0Z7-JHns7-PHdmN9gPf,8SqTaE4-5a4,Ирина Филиппова,никто у нас не собачится это русское слово отражающее очевидно определенные внутрироссийские проблемы нам не свойственные к нам приехали хорошо вооруженные русские туристы с удивительными для нас словечками поребрик которые активно иммитируют противостояние которого не существует если даже удалось откопать сталинских бабушек которые очень хотят в прошлое поскольку будущее у них по естественным природным причинам и эти бабушки вдохновенно откликаются на призывы убивать всех говорящих на украинском языке всех кто был на майдане всех ко его поддерживает всех кто стоит под украинским флагом так это шизофрения господа когда вы несете нам свою массовую шизофрению свой фашизм пытаетесь провести путизацию украины вы абсолютно не учитываете что ментальность у нас с вами абсолютно различная зомбируя сталинских бабулек кровожадными призывами или привлекая к борьбе с украинским народом криминал и люмпенов вы тем самым показываете уровень собственного развития обнажаете собственные приоритеты люмпенизация россии ее криминализация и т д ,False
UgggEIPK55ZTRXgCoAEC,E950t1WGiE0,Владимир ЛЕВЧУК,пропаганда украинских наци ,False
UgjGW7L-pwzKwngCoAEC,T6IbEIBhb8o,Васо Нестер,беркут стреляйте хотя б по тем кто вооружен ,False
UggodkcEbg38THgCoAEC,8SqTaE4-5a4,Дмитрий Жириновский,хватит слушать сми и паблики ,False
UgiQANmIW9-gtHgCoAEC.7-H0Z7-FfAf7-H2qJn2OX5,V8B4KOpCSV0,Александр Шаповалов,ты защитник олигархов ,False
UgjWbDOLm5Xr3XgCoAEC,8SqTaE4-5a4,Jony Hilson,очень долго ждал мнения ярмака о событиях на украине хорошие слова ,False
Ugw99-BKr1yPcnc11L94AaABAg,8SqTaE4-5a4,Таня Турлюн,у меня мурашки по коже идут ,False
UggsQjBOTjGbiHgCoAEC.7-H0Z7-N7Ro7-H1ium_vdz,T6IbEIBhb8o,Алекс Леусов,да дебил ,True
UgjLhi4Lflo3tHgCoAEC,8SqTaE4-5a4,Актуальные темы,вот счас вообще не шутка и не смешно на колени нельзя упасть когда ты уже на них ,False
UgiYKBbLZhtMNngCoAEC,eufNblKL65s,Елена Баженова,он что читает текст ,False
UghoZ_SoWqfN3ngCoAEC.81l0uBJ4Suw86xZ9QRgX0g,8SqTaE4-5a4,GALE, дима г головой точно не ударялся кто его закрыл это платный канал покупай подписку и смотри это политика канала только его никто не смотрит ,False
UggUkgt3kGum5ngCoAEC,eufNblKL65s,Helen Neleh,господа не верьте ему он вместе с михалковыфм подбираются к доильному аппарату сколько михалков отдоил госсредств сколько михалков с кончаловским отдоили госсредств на сеть едим как дома это они подбираются к народным деньгам чтобы доить вас всех люди очнитесь у вас у многих холодильники пустые впрочем как и у меня они жрут деликатеся а многие из нас уже запивают хлеб водой не верьте в его искренность это ход конем кончаловским для михалкова не верьте все они так сладко говорят пока не подберутся к трону ,False
Ugi9wPARQsqVV3gCoAEC.86Fh5isY1hG89pRXFy7IDI,H8ABnhoxhMw,Mart Ini, ментал атак вы приятный собеседник все ваши аргументы столь сильны ведь именно обо мне нужно говорить никак не о словах хакамады ведь ее сложно критиковать все что она говорит все это правда из первых уст про меня можете нести всякую околесицу ,False
UghM-bEEpd6m8XgCoAEC.7-H0Z7-4LSD7-_NfWYYNZP,BtCEuApUR2s,EtozheFenix 1488,а сам трусишь уебак ,True
UgwXu_fOi6Un_EmtWW54AaABAg,vHiZuv7e7m8,Елена Самусенко,ооооооо наденька ,False
Ugi7TAnljYd6W3gCoAEC.7-H0Z7-7YF08OMDxLUpGK2,8SqTaE4-5a4,Chop Pley,россию на хахлов променял ,True
UggUI-SbuweQwngCoAEC.7-H0Z7-9rJI8eQRwUfgKSc,gqY8gUuN7_M,Дмитрий Дорохов,а вы должно быть паганини новый педрила ватный ,True
UggypFjt8nfuu3gCoAEC.8D9MwFp-TOS8JY_XgCMs-k,IC7sx75-A0Q,Kiewsky,иди слушай зверева и не еби украинцам мозги ,True
Uggc7SyTzJa7nngCoAEC,H8ABnhoxhMw,Татьяна Цыпина,хакамада как пьяная несет бред развязно держится она оскорбляет украину тем что заявляет что весь народ на майдане или поддерживает майдан это не так меня радуют результаты голосования втрое больше тех кто на нашей стороне умничка вероника поддерживаю спасибо соловьеву за передачи всегда смотрю ,False
UgiovFrGzTBktXgCoAEC,emN4Sz3uasU,Татьяна Черкаская,так буде з кожним хто осмілиться сказати проти вілкуловсько царькової банди гнид привезуть ублюдків з тупими писками які будуть убивать та калічить своїх ,True
UghUDY-F3vX0mHgCoAEC,T6IbEIBhb8o,Sergo Drozdoff,я бы вас бендеровцев давно пострелял нахуй падлы ,True
UgiNAmbAuUhwaHgCoAEC,sL6UJ9EcxDw,лиля кудряшова,куриные яйца ну может в этот момент были яйца а полчала после этого а в другое время яйца были хрен у дядек летних болтался между ногами ,True
UgjH1I0ljNONwXgCoAEC,zCmV4dX5tgs,юра юра,хакамада мразь неруская она не за русских точно да еще и пьяная пришла на программу гадина мерзкая ,True
UgirXwqgaIqEt3gCoAEC,-1q9A3eSiHg,Jenyati,все кончится развалом страны а этот ролик проплачен украинцы братья ,False
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R70-aRDhZ6V9,K0icRY1Ae5A,Slava Ljutoff,блокирован как тролль рассылатель спама не увижу лишнего упыря отличная новость старайся лгать ваше все но суть такова что правда то тебя опосля обухом по ебальцу то накажет и род твой паршивый ,True
UgiBYKc2inejuHgCoAEC,eRNgCIsFhAo,Александра Коробова,слава україні ,False
Ugj4WQimDc58uXgCoAEC,GGaQ5BDNouM,AydarBMSTU,пианино куплено на деньги госдепа сша ,False
Uggi6b6vFGid7ngCoAEC.7-H0Z7-7G7E7-I2ry0Y8lx,zCmV4dX5tgs,Oleg M,я живу в бельгии тут был репортаж про украину и знаешь что тут сказали нам нужна страна она принадлежит европе мы должны использовать людей с высоким образованием и переманить их сюда но пускать их в европу пока что не надо слишком рано ,False
UgjdDuhTaI9Bv3gCoAEC,yjMs_vAV6S8,Даша Волкова,смотрели бы видео с начала а не то что власть скидывает узнали бы этот мент убил парня перед этим и полностью получил по заслугам ,False
Ugiudy2eB6ODRngCoAEC,jRX9Hq08sGc,vova5742,пси продажні боєтесь без зарплати остатись зголоду здохнути звільняйтесь поки не пізно ,False
UgjNJJZKPKnQrngCoAEC.7-H0Z7-BdAg7-HZa_UYvZ0,FXCliOGt0Jc,Любовь Комарова,причем тут люди рыба гниет с головы народ не спрашивают а теперь помощи просят у народа ,False
Uggc9EvsZ42a_XgCoAEC,XW6hWPZglv8,василь романюк,корочи москалики зомбі живіть в своїй раші і нухайте путлеру жопу ,True
UgiC_alVOwhjiHgCoAEC.7-H0Z7-KFCM7-RAsUkgkRI,8SqTaE4-5a4,Леонид Назаренко,героям слава ,False
Ughc9sPhH4Ukv3gCoAEC,cqIl7FDeIms,SuperFranik,просто супер ,False
